"ID","signal","bpm","avg_bpm","avg_edge","date","time"
"67e76bea1c6a7bf31187c74b",442,2.4,48,32,"2025-03-28","21:41:30"
"67e76bea1c6a7bf31187c74a",456,2.4,48,32,"2025-03-28","21:41:30"
"67e76bea1c6a7bf31187c749",473,2.4,48,32,"2025-03-28","21:41:30"
"67e76bea1c6a7bf31187c748",451,2.4,48,32,"2025-03-28","21:41:30"
"67e76bea1c6a7bf31187c747",524,2.4,48,32,"2025-03-28","21:41:30"
"67e76bea1c6a7bf31187c746",533,2.4,48,32,"2025-03-28","21:41:30"
"67e76bea1c6a7bf31187c745",443,2.4,48,32,"2025-03-28","21:41:30"
"67e76be91c6a7bf31187c744",444,2.4,48,32,"2025-03-28","21:41:29"
"67e76be91c6a7bf31187c743",443,2.4,48,32,"2025-03-28","21:41:29"
"67e76be91c6a7bf31187c742",468,2.4,48,32,"2025-03-28","21:41:29"
"67e76be91c6a7bf31187c741",456,2.4,48,32,"2025-03-28","21:41:29"
"67e76be91c6a7bf31187c740",472,2.4,48,32,"2025-03-28","21:41:29"
"67e76be91c6a7bf31187c73f",573,2.4,48,32,"2025-03-28","21:41:29"
"67e76be91c6a7bf31187c73e",482,2.4,48,32,"2025-03-28","21:41:29"
"67e76be81c6a7bf31187c73d",442,2.4,48,32,"2025-03-28","21:41:28"
"67e76be81c6a7bf31187c73c",440,2.4,48,32,"2025-03-28","21:41:28"
"67e76be81c6a7bf31187c73b",441,2.4,48,32,"2025-03-28","21:41:28"
"67e76be81c6a7bf31187c73a",475,2.4,48,32,"2025-03-28","21:41:28"
"67e76be81c6a7bf31187c739",452,2.4,48,32,"2025-03-28","21:41:28"
"67e76be81c6a7bf31187c738",500,2.4,48,32,"2025-03-28","21:41:28"
"67e76be81c6a7bf31187c737",586,2.4,48,32,"2025-03-28","21:41:28"
"67e76be81c6a7bf31187c736",466,2.4,48,32,"2025-03-28","21:41:28"
"67e76be71c6a7bf31187c735",449,2.4,48,32,"2025-03-28","21:41:27"
"67e76be71c6a7bf31187c734",443,2.4,48,32,"2025-03-28","21:41:27"
"67e76be71c6a7bf31187c733",444,2.4,48,32,"2025-03-28","21:41:27"
"67e76be71c6a7bf31187c732",471,2.4,48,32,"2025-03-28","21:41:27"
"67e76be71c6a7bf31187c731",452,2.4,48,32,"2025-03-28","21:41:27"
"67e76be71c6a7bf31187c730",486,2.4,48,32,"2025-03-28","21:41:27"
"67e76be61c6a7bf31187c72f",574,2.4,48,32,"2025-03-28","21:41:26"
"67e76be61c6a7bf31187c72e",464,2.4,48,32,"2025-03-28","21:41:26"
"67e76be61c6a7bf31187c72d",444,2.4,48,32,"2025-03-28","21:41:26"
"67e76be61c6a7bf31187c72c",440,2.4,48,32,"2025-03-28","21:41:26"
"67e76be61c6a7bf31187c72b",441,2.4,48,32,"2025-03-28","21:41:26"
"67e76be61c6a7bf31187c72a",480,2.4,48,32,"2025-03-28","21:41:26"
"67e76be61c6a7bf31187c729",448,2.4,48,32,"2025-03-28","21:41:26"
"67e76be61c6a7bf31187c728",504,2.4,48,32,"2025-03-28","21:41:26"
"67e76be51c6a7bf31187c727",585,2.4,48,32,"2025-03-28","21:41:25"
"67e76be51c6a7bf31187c726",452,2.4,48,32,"2025-03-28","21:41:25"
"67e76be51c6a7bf31187c725",444,2.4,48,32,"2025-03-28","21:41:25"
"67e76be51c6a7bf31187c724",437,2.4,48,32,"2025-03-28","21:41:25"
"67e76be51c6a7bf31187c723",439,2.4,48,32,"2025-03-28","21:41:25"
"67e76be51c6a7bf31187c722",474,2.4,48,32,"2025-03-28","21:41:25"
"67e76be51c6a7bf31187c721",456,2.4,48,32,"2025-03-28","21:41:25"
"67e76be41c6a7bf31187c720",501,2.4,48,32,"2025-03-28","21:41:24"
"67e76be41c6a7bf31187c71f",604,2.4,48,32,"2025-03-28","21:41:24"
"67e76be41c6a7bf31187c71e",484,2,62.5,41.7,"2025-03-28","21:41:24"
"67e76be41c6a7bf31187c71d",449,2,62.5,41.7,"2025-03-28","21:41:24"
"67e76be41c6a7bf31187c71c",444,2,62.5,41.7,"2025-03-28","21:41:24"
"67e76be41c6a7bf31187c71b",444,2,62.5,41.7,"2025-03-28","21:41:24"
"67e76be41c6a7bf31187c71a",469,2,62.5,41.7,"2025-03-28","21:41:24"
"67e76be31c6a7bf31187c719",460,2,62.5,41.7,"2025-03-28","21:41:23"
"67e76be31c6a7bf31187c718",479,2,62.5,41.7,"2025-03-28","21:41:23"
"67e76be31c6a7bf31187c717",588,2,62.5,41.7,"2025-03-28","21:41:23"
"67e76be31c6a7bf31187c716",487,2,62.5,41.7,"2025-03-28","21:41:23"
"67e76be31c6a7bf31187c715",452,2,62.5,41.7,"2025-03-28","21:41:23"
"67e76be31c6a7bf31187c714",447,2,62.5,41.7,"2025-03-28","21:41:23"
"67e76be31c6a7bf31187c713",446,2,62.5,41.7,"2025-03-28","21:41:23"
"67e76be31c6a7bf31187c712",479,2,62.5,41.7,"2025-03-28","21:41:23"
"67e76be21c6a7bf31187c711",454,2,62.5,41.7,"2025-03-28","21:41:22"
"67e76be21c6a7bf31187c710",508,2,62.5,41.7,"2025-03-28","21:41:22"
"67e76be21c6a7bf31187c70f",580,2,62.5,41.7,"2025-03-28","21:41:22"
"67e76be21c6a7bf31187c70e",460,2,62.5,41.7,"2025-03-28","21:41:22"
"67e76be21c6a7bf31187c70d",451,2,62.5,41.7,"2025-03-28","21:41:22"
"67e76be21c6a7bf31187c70c",448,2,62.5,41.7,"2025-03-28","21:41:22"
"67e76be21c6a7bf31187c70b",448,2,62.5,41.7,"2025-03-28","21:41:22"
"67e76be11c6a7bf31187c70a",479,2,62.5,41.7,"2025-03-28","21:41:21"
"67e76be11c6a7bf31187c709",460,2,62.5,41.7,"2025-03-28","21:41:21"
"67e76be11c6a7bf31187c708",500,2,62.5,41.7,"2025-03-28","21:41:21"
"67e76be11c6a7bf31187c707",579,2,62.5,41.7,"2025-03-28","21:41:21"
"67e76be11c6a7bf31187c706",470,2,62.5,41.7,"2025-03-28","21:41:21"
"67e76be11c6a7bf31187c705",452,2,62.5,41.7,"2025-03-28","21:41:21"
"67e76be11c6a7bf31187c704",444,2,62.5,41.7,"2025-03-28","21:41:21"
"67e76be01c6a7bf31187c703",444,2,62.5,41.7,"2025-03-28","21:41:20"
"67e76be01c6a7bf31187c702",464,2,62.5,41.7,"2025-03-28","21:41:20"
"67e76be01c6a7bf31187c701",459,2,62.5,41.7,"2025-03-28","21:41:20"
"67e76be01c6a7bf31187c700",465,2,62.5,41.7,"2025-03-28","21:41:20"
"67e76be01c6a7bf31187c6ff",560,2,62.5,41.7,"2025-03-28","21:41:20"
"67e76be01c6a7bf31187c6fe",490,2,62.5,41.7,"2025-03-28","21:41:20"
"67e76be01c6a7bf31187c6fd",447,2,62.5,41.7,"2025-03-28","21:41:20"
"67e76bdf1c6a7bf31187c6fc",439,2,62.5,41.7,"2025-03-28","21:41:19"
"67e76bdf1c6a7bf31187c6fb",456,2,62.5,41.7,"2025-03-28","21:41:19"
"67e76bdf1c6a7bf31187c6fa",466,2,62.5,41.7,"2025-03-28","21:41:19"
"67e76bdf1c6a7bf31187c6f9",451,2,62.5,41.7,"2025-03-28","21:41:19"
"67e76bdf1c6a7bf31187c6f8",555,2,62.5,41.7,"2025-03-28","21:41:19"
"67e76bdf1c6a7bf31187c6f7",516,2,62.5,41.7,"2025-03-28","21:41:19"
"67e76bdf1c6a7bf31187c6f6",449,2,62.5,41.7,"2025-03-28","21:41:19"
"67e76bde1c6a7bf31187c6f5",451,2,62.5,41.7,"2025-03-28","21:41:18"
"67e76bde1c6a7bf31187c6f4",444,2,62.5,41.7,"2025-03-28","21:41:18"
"67e76bde1c6a7bf31187c6f3",476,2,62.5,41.7,"2025-03-28","21:41:18"
"67e76bde1c6a7bf31187c6f2",464,2,62.5,41.7,"2025-03-28","21:41:18"
"67e76bde1c6a7bf31187c6f1",487,2,62.5,41.7,"2025-03-28","21:41:18"
"67e76bde1c6a7bf31187c6f0",570,2,62.5,41.7,"2025-03-28","21:41:18"
"67e76bde1c6a7bf31187c6ef",486,2,62.5,41.7,"2025-03-28","21:41:18"
"67e76bde1c6a7bf31187c6ee",456,2,62.5,41.7,"2025-03-28","21:41:18"
"67e76bdd1c6a7bf31187c6ed",452,2,62.5,41.7,"2025-03-28","21:41:17"
"67e76bdd1c6a7bf31187c6ec",453,2,62.5,41.7,"2025-03-28","21:41:17"
"67e76bdd1c6a7bf31187c6eb",473,2,62.5,41.7,"2025-03-28","21:41:17"
"67e76bdd1c6a7bf31187c6ea",469,2,62.5,41.7,"2025-03-28","21:41:17"
"67e76bdd1c6a7bf31187c6e9",485,2,62.5,41.7,"2025-03-28","21:41:17"
"67e76bdd1c6a7bf31187c6e8",556,2,62.5,41.7,"2025-03-28","21:41:17"
"67e76bdd1c6a7bf31187c6e7",486,2,62.5,41.7,"2025-03-28","21:41:17"
"67e76bdc1c6a7bf31187c6e6",456,2,62.5,41.7,"2025-03-28","21:41:16"
"67e76bdc1c6a7bf31187c6e5",449,2,62.5,41.7,"2025-03-28","21:41:16"
"67e76bdc1c6a7bf31187c6e4",463,2,62.5,41.7,"2025-03-28","21:41:16"
"67e76bdc1c6a7bf31187c6e3",480,2,62.5,41.7,"2025-03-28","21:41:16"
"67e76bdc1c6a7bf31187c6e2",465,2,62.5,41.7,"2025-03-28","21:41:16"
"67e76bdc1c6a7bf31187c6e1",524,2,62.5,41.7,"2025-03-28","21:41:16"
"67e76bdc1c6a7bf31187c6e0",528,2,62.5,41.7,"2025-03-28","21:41:16"
"67e76bdc1c6a7bf31187c6df",459,2,62.5,41.7,"2025-03-28","21:41:16"
"67e76bdb1c6a7bf31187c6de",464,2,62.5,41.7,"2025-03-28","21:41:15"
"67e76bdb1c6a7bf31187c6dd",457,2,62.5,41.7,"2025-03-28","21:41:15"
"67e76bdb1c6a7bf31187c6dc",472,2,62.5,41.7,"2025-03-28","21:41:15"
"67e76bdb1c6a7bf31187c6db",479,2,62.5,41.7,"2025-03-28","21:41:15"
"67e76bdb1c6a7bf31187c6da",475,2,62.5,41.7,"2025-03-28","21:41:15"
"67e76bdb1c6a7bf31187c6d9",523,2,62.5,41.7,"2025-03-28","21:41:15"
"67e76bdb1c6a7bf31187c6d8",504,2,62.5,41.7,"2025-03-28","21:41:15"
"67e76bdb1c6a7bf31187c6d7",460,2,62.5,41.7,"2025-03-28","21:41:15"
"67e76bda1c6a7bf31187c6d6",462,2,62.5,41.7,"2025-03-28","21:41:14"
"67e76bda1c6a7bf31187c6d5",461,2,62.5,41.7,"2025-03-28","21:41:14"
"67e76bda1c6a7bf31187c6d4",473,2,62.5,41.7,"2025-03-28","21:41:14"
"67e76bda1c6a7bf31187c6d3",477,2,62.5,41.7,"2025-03-28","21:41:14"
"67e76bda1c6a7bf31187c6d2",473,2,62.5,41.7,"2025-03-28","21:41:14"
"67e76bda1c6a7bf31187c6d1",503,2,62.5,41.7,"2025-03-28","21:41:14"
"67e76bda1c6a7bf31187c6d0",516,2,62.5,41.7,"2025-03-28","21:41:14"
"67e76bd91c6a7bf31187c6cf",458,2,62.5,41.7,"2025-03-28","21:41:13"
"67e76bd91c6a7bf31187c6ce",462,2,62.5,41.7,"2025-03-28","21:41:13"
"67e76bd91c6a7bf31187c6cd",460,2,62.5,41.7,"2025-03-28","21:41:13"
"67e76bd91c6a7bf31187c6cc",465,2,62.5,41.7,"2025-03-28","21:41:13"
"67e76bd91c6a7bf31187c6cb",472,2,62.5,41.7,"2025-03-28","21:41:13"
"67e76bd91c6a7bf31187c6ca",470,2,62.5,41.7,"2025-03-28","21:41:13"
"67e76bd91c6a7bf31187c6c9",500,2,62.5,41.7,"2025-03-28","21:41:13"
"67e76bd81c6a7bf31187c6c8",496,2,62.5,41.7,"2025-03-28","21:41:12"
"67e76bd81c6a7bf31187c6c7",462,2,62.5,41.7,"2025-03-28","21:41:12"
"67e76bd81c6a7bf31187c6c6",460,2,62.5,41.7,"2025-03-28","21:41:12"
"67e76bd81c6a7bf31187c6c5",458,2,62.5,41.7,"2025-03-28","21:41:12"
"67e76bd81c6a7bf31187c6c4",472,2,62.5,41.7,"2025-03-28","21:41:12"
"67e76bd81c6a7bf31187c6c3",463,2,62.5,41.7,"2025-03-28","21:41:12"
"67e76bd81c6a7bf31187c6c2",475,2,62.5,41.7,"2025-03-28","21:41:12"
"67e76bd71c6a7bf31187c6c1",523,2,62.5,41.7,"2025-03-28","21:41:11"
"67e76bd71c6a7bf31187c6c0",465,2,62.5,41.7,"2025-03-28","21:41:11"
"67e76bd71c6a7bf31187c6bf",456,2,62.5,41.7,"2025-03-28","21:41:11"
"67e76bd71c6a7bf31187c6be",454,2,62.5,41.7,"2025-03-28","21:41:11"
"67e76bd71c6a7bf31187c6bd",453,2,62.5,41.7,"2025-03-28","21:41:11"
"67e76bd71c6a7bf31187c6bc",468,2,62.5,41.7,"2025-03-28","21:41:11"
"67e76bd71c6a7bf31187c6bb",468,2,62.5,41.7,"2025-03-28","21:41:11"
"67e76bd71c6a7bf31187c6ba",476,2,62.5,41.7,"2025-03-28","21:41:11"
"67e76bd61c6a7bf31187c6b9",519,2,62.5,41.7,"2025-03-28","21:41:10"
"67e76bd61c6a7bf31187c6b8",489,2,62.5,41.7,"2025-03-28","21:41:10"
"67e76bd61c6a7bf31187c6b7",456,2,62.5,41.7,"2025-03-28","21:41:10"
"67e76bd61c6a7bf31187c6b6",456,2,62.5,41.7,"2025-03-28","21:41:10"
"67e76bd61c6a7bf31187c6b5",458,2,62.5,41.7,"2025-03-28","21:41:10"
"67e76bd61c6a7bf31187c6b4",462,2,62.5,41.7,"2025-03-28","21:41:10"
"67e76bd61c6a7bf31187c6b3",472,2,62.5,41.7,"2025-03-28","21:41:10"
"67e76bd61c6a7bf31187c6b2",468,2,62.5,41.7,"2025-03-28","21:41:10"
"67e76bd51c6a7bf31187c6b1",516,2,62.5,41.7,"2025-03-28","21:41:09"
"67e76bd51c6a7bf31187c6b0",511,2,62.5,41.7,"2025-03-28","21:41:09"
"67e76bd51c6a7bf31187c6af",461,2,62.5,41.7,"2025-03-28","21:41:09"
"67e76bd51c6a7bf31187c6ae",459,2,62.5,41.7,"2025-03-28","21:41:09"
"67e76bd51c6a7bf31187c6ad",467,2,62.5,41.7,"2025-03-28","21:41:09"
"67e76bd51c6a7bf31187c6ac",452,2,62.5,41.7,"2025-03-28","21:41:09"
"67e76bd51c6a7bf31187c6ab",441,2,62.5,41.7,"2025-03-28","21:41:09"
"67e76bd51c6a7bf31187c6aa",511,2,62.5,41.7,"2025-03-28","21:41:09"
"67e76bd41c6a7bf31187c6a9",524,2,62.5,41.7,"2025-03-28","21:41:08"
"67e76bd41c6a7bf31187c6a8",457,2,62.5,41.7,"2025-03-28","21:41:08"
"67e76bd41c6a7bf31187c6a7",460,2,62.5,41.7,"2025-03-28","21:41:08"
"67e76bd41c6a7bf31187c6a6",467,2,62.5,41.7,"2025-03-28","21:41:08"
"67e76bd41c6a7bf31187c6a5",490,2,62.5,41.7,"2025-03-28","21:41:08"
"67e76bd41c6a7bf31187c6a4",483,2,62.5,41.7,"2025-03-28","21:41:08"
"67e76bd41c6a7bf31187c6a3",503,2,62.5,41.7,"2025-03-28","21:41:08"
"67e76bd41c6a7bf31187c6a2",539,2,62.5,41.7,"2025-03-28","21:41:08"
"67e76bd31c6a7bf31187c6a1",472,2,62.5,41.7,"2025-03-28","21:41:07"
"67e76bd31c6a7bf31187c6a0",463,2,62.5,41.7,"2025-03-28","21:41:07"
"67e76bd31c6a7bf31187c69f",461,2,62.5,41.7,"2025-03-28","21:41:07"
"67e76bd31c6a7bf31187c69e",465,2,62.5,41.7,"2025-03-28","21:41:07"
"67e76bd31c6a7bf31187c69d",476,2,62.5,41.7,"2025-03-28","21:41:07"
"67e76bd31c6a7bf31187c69c",469,2,62.5,41.7,"2025-03-28","21:41:07"
"67e76bd31c6a7bf31187c69b",491,2,62.5,41.7,"2025-03-28","21:41:07"
"67e76bd21c6a7bf31187c69a",530,2,62.5,41.7,"2025-03-28","21:41:06"
"67e76bd21c6a7bf31187c699",468,2,62.5,41.7,"2025-03-28","21:41:06"
"67e76bd21c6a7bf31187c698",463,2,62.5,41.7,"2025-03-28","21:41:06"
"67e76bd21c6a7bf31187c697",464,2,62.5,41.7,"2025-03-28","21:41:06"
"67e76bd21c6a7bf31187c696",470,2,62.5,41.7,"2025-03-28","21:41:06"
"67e76bd21c6a7bf31187c695",479,2,62.5,41.7,"2025-03-28","21:41:06"
"67e76bd21c6a7bf31187c694",464,2,62.5,41.7,"2025-03-28","21:41:06"
"67e76bd11c6a7bf31187c693",475,2,62.5,41.7,"2025-03-28","21:41:05"
"67e76bd11c6a7bf31187c692",503,2,62.5,41.7,"2025-03-28","21:41:05"
"67e76bd11c6a7bf31187c691",459,2,62.5,41.7,"2025-03-28","21:41:05"
"67e76bd11c6a7bf31187c690",460,2,62.5,41.7,"2025-03-28","21:41:05"
"67e76bd11c6a7bf31187c68f",455,2,62.5,41.7,"2025-03-28","21:41:05"
"67e76bd11c6a7bf31187c68e",458,2,62.5,41.7,"2025-03-28","21:41:05"
"67e76bd11c6a7bf31187c68d",481,2,62.5,41.7,"2025-03-28","21:41:05"
"67e76bd11c6a7bf31187c68c",472,2,62.5,41.7,"2025-03-28","21:41:05"
"67e76bd01c6a7bf31187c68b",488,2,62.5,41.7,"2025-03-28","21:41:04"
"67e76bd01c6a7bf31187c68a",526,2,62.5,41.7,"2025-03-28","21:41:04"
"67e76bd01c6a7bf31187c689",466,2,62.5,41.7,"2025-03-28","21:41:04"
"67e76bd01c6a7bf31187c688",460,2,62.5,41.7,"2025-03-28","21:41:04"
"67e76bd01c6a7bf31187c687",470,2,62.5,41.7,"2025-03-28","21:41:04"
"67e76bd01c6a7bf31187c686",467,2,62.5,41.7,"2025-03-28","21:41:04"
"67e76bd01c6a7bf31187c685",471,2,62.5,41.7,"2025-03-28","21:41:04"
"67e76bd01c6a7bf31187c684",459,2,62.5,41.7,"2025-03-28","21:41:04"
"67e76bcf1c6a7bf31187c683",473,2,62.5,41.7,"2025-03-28","21:41:03"
"67e76bcf1c6a7bf31187c682",513,2,62.5,41.7,"2025-03-28","21:41:03"
"67e76bcf1c6a7bf31187c681",470,2,62.5,41.7,"2025-03-28","21:41:03"
"67e76bcf1c6a7bf31187c680",463,2,62.5,41.7,"2025-03-28","21:41:03"
"67e76bcf1c6a7bf31187c67f",458,2,62.5,41.7,"2025-03-28","21:41:03"
"67e76bcf1c6a7bf31187c67e",456,2,62.5,41.7,"2025-03-28","21:41:03"
"67e76bcf1c6a7bf31187c67d",456,2,62.5,41.7,"2025-03-28","21:41:03"
"67e76bce1c6a7bf31187c67c",454,2,62.5,41.7,"2025-03-28","21:41:02"
"67e76bce1c6a7bf31187c67b",492,2,62.5,41.7,"2025-03-28","21:41:02"
"67e76bce1c6a7bf31187c67a",518,2,62.5,41.7,"2025-03-28","21:41:02"
"67e76bce1c6a7bf31187c679",460,2,62.5,41.7,"2025-03-28","21:41:02"
"67e76bce1c6a7bf31187c678",460,2,62.5,41.7,"2025-03-28","21:41:02"
"67e76bce1c6a7bf31187c677",455,2,62.5,41.7,"2025-03-28","21:41:02"
"67e76bce1c6a7bf31187c676",439,2,62.5,41.7,"2025-03-28","21:41:02"
"67e76bce1c6a7bf31187c675",460,2,62.5,41.7,"2025-03-28","21:41:02"
"67e76bcd1c6a7bf31187c674",492,2,62.5,41.7,"2025-03-28","21:41:01"
"67e76bcd1c6a7bf31187c673",524,2,62.5,41.7,"2025-03-28","21:41:01"
"67e76bcd1c6a7bf31187c672",458,2,62.5,41.7,"2025-03-28","21:41:01"
"67e76bcd1c6a7bf31187c671",452,2,62.5,41.7,"2025-03-28","21:41:01"
"67e76bcd1c6a7bf31187c670",458,2,62.5,41.7,"2025-03-28","21:41:01"
"67e76bcd1c6a7bf31187c66f",475,2,62.5,41.7,"2025-03-28","21:41:01"
"67e76bcd1c6a7bf31187c66e",464,2,62.5,41.7,"2025-03-28","21:41:01"
"67e76bcd1c6a7bf31187c66d",480,2,62.5,41.7,"2025-03-28","21:41:01"
"67e76bcc1c6a7bf31187c66c",528,2,62.5,41.7,"2025-03-28","21:41:00"
"67e76bcc1c6a7bf31187c66b",471,2,62.5,41.7,"2025-03-28","21:41:00"
"67e76bcc1c6a7bf31187c66a",457,2,62.5,41.7,"2025-03-28","21:41:00"
"67e76bcc1c6a7bf31187c669",458,2,62.5,41.7,"2025-03-28","21:41:00"
